City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,kavaratti,10.5669,72.642,26.44,69,96,3.77,IN,1706917704
277,cill airne,52.05,-9.5167,11.48,98,100,2.32,IE,1706917705
278,mendi,-6.1761,143.6513,19.29,75,93,1.31,PG,1706917705
279,binzhou,37.3667,118.0167,-2.92,59,99,3.15,CN,1706917705
280,fort st. john,56.2499,-120.8529,2.94,75,20,3.6,CA,1706917691
281,sangueya,10.7,-14.3667,22.84,77,0,1.52,GN,1706917706
282,egersund,58.4513,5.9997,8.38,89,100,9.97,NO,1706917706
283,tegueste,28.5167,-16.3167,16.71,57,0,4.02,ES,1706917706
284,ghadamis,30.1337,9.5007,10.58,45,83,2.93,LY,1706917706
285,dawson creek,55.7666,-120.2362,3.8,81,0,1.03,CA,1706917642
286,bodo,67.28,14.405,1.08,92,75,7.72,NO,1706917707
287,atvidaberg,58.2015,15.9977,6.88,83,77,7.66,SE,1706917707
288,dakhla,23.6848,-15.958,19.56,53,7,6.12,EH,1706917707
289,santyoku,37.4406,129.1708,2.77,92,95,0.32,KR,1706917707
290,maintirano,-18.0667,44.0167,26.81,78,41,3.0,MG,1706917708
291,dongsheng,39.8161,109.9776,-10.4,83,8,3.45,CN,1706917708
292,hadibu,12.65,54.0333,24.43,81,70,2.61,YE,1706917708
293,onguday,50.75,86.15,-17.13,97,86,1.11,RU,1706917708
294,galesong,-5.3166,119.3661,26.01,77,92,3.39,ID,1706917709
295,richfield,44.8833,-93.283,0.55,82,100,5.14,US,1706917709
296,karaton,-6.3424,106.1045,24.69,91,100,1.69,ID,1706917709
297,lanzhou,36.0564,103.7922,-3.65,92,100,1.46,CN,1706917709
298,bandiagara,14.3501,-3.6104,22.11,16,97,4.18,ML,1706917710
299,plettenberg bay,-34.0527,23.3716,21.81,77,100,0.91,ZA,1706917710
300,el jadid,33.2549,-8.506,14.04,85,3,1.98,MA,1706917710
301,flying fish cove,-10.4217,105.6791,25.82,88,40,1.54,CX,1706917710
302,hammerfest,70.6634,23.6821,-7.75,93,0,0.51,NO,1706917710
303,narasannapeta,18.4167,84.05,21.75,86,82,0.87,IN,1706917711
304,keflavik,64.0049,-22.5624,-1.05,69,75,16.98,IS,1706917711
305,lelystad,52.5083,5.475,10.61,90,100,9.83,NL,1706917527
306,manaure,11.7751,-72.4445,26.12,81,94,6.77,CO,1706917711
307,belokurikha,51.9959,84.9896,-11.1,97,100,1.56,RU,1706917712
308,touros,-5.1989,-35.4608,27.47,76,17,6.38,BR,1706917712
309,margaret river,-33.95,115.0667,18.48,84,95,5.5,AU,1706917590
310,vadso,70.0744,29.7487,-4.91,86,100,5.66,NO,1706917712
311,boden,65.8252,21.6886,0.0,98,100,3.04,SE,1706917712
312,kone,-21.0595,164.8658,31.72,66,100,2.85,NC,1706917713
313,mayahi,13.9553,7.6712,17.61,22,11,6.0,NE,1706917713
314,yeppoon,-23.1333,150.7333,29.88,62,0,3.12,AU,1706917713
315,magadan,59.5667,150.8,-16.93,75,100,2.71,RU,1706917714
316,maceio,-9.6658,-35.7353,26.69,89,0,4.12,BR,1706917668
317,zhangjiakou shi xuanhua qu,40.6103,115.0447,-7.86,80,83,1.53,CN,1706917714
318,at-bashi,41.1702,75.8106,-19.42,64,2,1.67,KG,1706917714
319,cecil hills,-33.89,150.8511,25.79,66,78,1.96,AU,1706917714
320,tofol,5.3248,163.0078,28.88,79,75,3.09,FM,1706917715
321,luderitz,-26.6481,15.1594,18.86,97,68,2.82,NA,1706917715
322,shahrud,36.4182,54.9763,-2.89,83,100,0.54,IR,1706917715
323,douentza,14.9951,-2.9517,20.98,17,99,2.34,ML,1706917715
324,mejit,10.2753,170.8646,26.45,85,75,10.48,MH,1706917716
325,xinyuan,37.3,99.0,-11.76,96,100,0.15,CN,1706917716
326,acarau,-2.8856,-40.12,27.29,83,42,5.45,BR,1706917602
327,kattivakkam,13.2167,80.3167,25.05,75,100,1.6,IN,1706917716
328,laojunmiao,39.8333,97.7333,-10.41,92,100,1.86,CN,1706917717
329,mabaruma,8.2,-59.7833,24.4,74,92,2.75,GY,1706917717
330,andergrove,-21.0833,149.1833,33.14,66,73,0.78,AU,1706917717
331,khandyga,62.6667,135.6,-40.39,100,94,0.9,RU,1706917717
332,tshikapa,-6.4167,20.8,20.71,96,100,1.17,CD,1706917718
333,kailua-kona,19.6406,-155.9956,25.98,87,100,10.8,US,1706917718
334,chui,-33.6971,-53.4616,21.44,82,2,5.44,UY,1706917534
335,santa ana de yacuma,-13.75,-65.4333,28.97,79,75,0.0,BO,1706917718
336,bel ombre,-4.6167,55.4167,27.91,78,40,2.57,SC,1706917719
337,bazpur,29.15,79.1167,8.45,46,0,2.39,IN,1706917719
338,svetlyy,54.675,20.1347,6.03,88,100,10.67,RU,1706917719
339,taoudenni,22.6783,-3.9836,18.5,17,93,5.92,ML,1706917719
340,dehloran,32.6941,47.2679,8.68,61,19,0.97,IR,1706917719
341,hotan,37.0997,79.9269,-4.16,74,84,2.2,CN,1706917720
342,kingston,17.997,-76.7936,26.53,79,40,5.66,JM,1706917514
343,remire-montjoly,4.9167,-52.2667,25.02,88,0,0.51,GF,1706917720
344,shalya,57.2471,58.7298,-15.56,97,88,2.59,RU,1706917720
345,stavern,59.0,10.0333,11.16,68,19,14.14,NO,1706917721
346,prince george,53.9166,-122.753,9.03,66,100,6.17,CA,1706917721
347,piranhas,-16.4269,-51.8222,22.82,89,100,1.92,BR,1706917721
348,kerikeri,-35.2268,173.9474,24.39,69,54,1.34,NZ,1706917721
349,barah,13.7,30.3667,15.4,17,29,5.36,SD,1706917721
350,sant lluis,39.8526,4.2594,9.22,93,0,3.09,ES,1706917722
351,forster,-32.1667,152.5167,24.6,67,87,3.2,AU,1706917607
352,klaksvik,62.2266,-6.589,3.51,75,53,19.27,FO,1706917722
353,waupaca,44.358,-89.086,1.56,82,0,0.0,US,1706917722
354,cestos city,5.46,-9.5828,27.09,88,31,2.93,LR,1706917723
355,wajir,1.7471,40.0573,26.59,56,93,6.71,KE,1706917723
356,rio gallegos,-51.6226,-69.2181,10.03,93,40,7.2,AR,1706917723
357,chuguyevka,44.1653,133.8633,-17.83,90,48,0.64,RU,1706917723
358,vila franca do campo,37.7167,-25.4333,18.27,99,23,3.96,PT,1706917723
359,folkston,30.8305,-82.0098,15.88,56,34,1.54,US,1706917724
360,valparaiso,-33.0393,-71.6273,27.8,33,25,2.06,CL,1706917724
361,laihia,62.9761,22.0114,-0.02,100,100,5.66,FI,1706917724
362,bianzhuang,34.8486,118.0447,-2.9,75,100,3.38,CN,1706917724
363,algeciras,36.1333,-5.4505,15.82,72,75,11.32,ES,1706917725
364,machico,32.7,-16.7667,18.35,78,40,3.09,PT,1706917725
365,saint-francois,46.4154,3.9054,2.03,100,100,0.0,FR,1706917725
366,saint-amand-montrond,46.75,2.5,4.57,90,45,1.62,FR,1706917725
367,cidade velha,14.9167,-23.6167,24.26,53,0,6.69,CV,1706917725
368,st. john's,47.5649,-52.7093,-1.17,82,100,4.12,CA,1706917402
369,souillac,-20.5167,57.5167,25.21,73,40,1.54,MU,1706917726
370,pohang,36.0322,129.365,5.46,77,85,1.21,KR,1706917726
371,yanykurgan,43.915,67.2481,-5.64,58,13,4.27,KZ,1706917726
372,ankazoabo,-22.2833,44.5167,20.9,84,44,1.97,MG,1706917727
373,motueka,-41.1333,173.0167,14.47,66,89,4.09,NZ,1706917727
374,camayenne,9.535,-13.6878,28.05,83,40,1.03,GN,1706917727
375,miagao,10.6442,122.2352,26.54,74,15,7.9,PH,1706917727
376,patan,27.6667,85.3333,5.21,87,20,1.03,NP,1706917728
377,el calafate,-50.3408,-72.2768,11.37,77,88,7.6,AR,1706917728
378,lihue,21.9789,-159.3672,25.58,60,20,11.32,US,1706917603
379,jinghong,21.991,100.7341,11.29,71,0,0.74,CN,1706917728
380,cruzeiro do sul,-29.5128,-51.9853,22.42,73,0,2.4,BR,1706917729
381,tyuratam,45.6507,63.3156,-8.06,86,95,2.96,KZ,1706917729
382,altay,47.8667,88.1167,-9.28,96,100,0.44,CN,1706917729
383,angaur state,6.906,134.13,27.6,81,24,8.35,PW,1706917729
384,ilhabela,-23.7781,-45.3581,23.31,91,100,2.18,BR,1706917729
385,nar'yan-mar,67.6713,53.087,-9.38,90,100,6.71,RU,1706917730
386,monte santo,-10.4378,-39.3328,24.06,62,91,5.09,BR,1706917457
387,xuchang,34.0167,113.8167,-4.34,95,100,3.76,CN,1706917730
388,nyurba,63.2842,118.3319,-28.2,96,94,2.35,RU,1706917730
389,puerto baquerizo moreno,-0.9,-89.6,25.66,85,84,5.28,EC,1706917731
390,altania,-23.8744,-53.9017,27.36,49,25,3.89,BR,1706917731
391,turkmenabat,39.0733,63.5786,1.99,93,100,4.12,TM,1706917731
392,monteria,8.748,-75.8814,28.95,70,20,4.63,CO,1706917731
393,kingscliff,-28.2667,153.5667,29.97,70,40,4.63,AU,1706917732
394,bratsk,56.1325,101.6142,-21.73,100,90,0.74,RU,1706917732
395,hirara,24.8,125.2833,20.15,94,40,2.06,JP,1706917732
396,piripiri,-4.2733,-41.7769,24.67,81,89,1.56,BR,1706917732
397,castelfranco veneto,45.6761,11.926,7.64,73,43,0.0,IT,1706917733
398,laguna,38.421,-121.4238,15.03,64,75,8.23,US,1706917733
399,amasra,41.7463,32.3863,5.4,88,100,0.79,TR,1706917733
400,kanbe,16.7053,96.0017,20.03,65,28,2.95,MM,1706917733
401,khovd,48.0056,91.6419,-20.16,95,100,0.68,MN,1706917733
402,buturlinovka,50.8239,40.6092,-3.7,89,67,6.15,RU,1706917734
403,ribeira brava,32.65,-17.0667,18.35,69,99,2.27,PT,1706917734
404,maumere,-8.6199,122.2111,28.41,74,67,1.37,ID,1706917734
405,baruun-urt,46.6806,113.2792,-30.23,99,33,2.73,MN,1706917734
406,puerto armuelles,8.2833,-82.8667,29.49,71,63,1.79,PA,1706917735
407,bembereke,10.2283,2.6634,23.74,15,0,3.13,BJ,1706917735
408,grand falls-windsor,48.9332,-55.6649,-4.86,98,100,1.37,CA,1706917735
409,puerto asis,0.5133,-76.5007,24.5,97,100,0.91,CO,1706917735
410,ciudad lazaro cardenas,17.9583,-102.2,26.86,67,0,4.65,MX,1706917735
411,najafabad,32.6344,51.3668,-3.7,52,0,4.31,IR,1706917736
412,saint-philippe,-21.3585,55.7679,23.77,81,68,6.14,RE,1706917596
413,sosnovka,56.255,51.2842,-2.2,94,100,2.76,RU,1706917736
414,salalah,17.0151,54.0924,25.05,83,75,1.03,OM,1706917736
415,olinda,-8.0089,-34.8553,28.85,74,40,5.14,BR,1706917710
416,arkhangel'sk,64.5401,40.5433,-6.94,100,40,1.0,RU,1706917737
417,koulikoro,14.0,-7.75,20.45,21,97,3.89,ML,1706917737
418,shache,38.4167,77.2406,-2.2,60,100,1.08,CN,1706917737
419,mhamid,29.82,-5.72,11.26,14,7,1.24,MA,1706917738
420,pizarro,4.9533,-77.366,26.07,90,100,3.15,CO,1706917738
421,znamenskoye,57.1281,73.8282,-18.42,99,93,1.14,RU,1706917738
422,ust'-ordynskiy,52.805,104.7508,-26.02,97,7,2.52,RU,1706917738
423,gaspe,48.8334,-64.4819,-6.05,86,100,2.06,CA,1706917739
424,tuy hoa,13.0833,109.3,21.33,91,43,1.57,VN,1706917739
425,dumas,35.8656,-101.9732,12.01,87,40,3.09,US,1706917739
426,ixtapa,20.7,-105.2,25.68,77,4,3.13,MX,1706917739
427,rio do sul,-27.2142,-49.6431,20.03,88,12,2.28,BR,1706917739
428,nesterov,54.6306,22.5714,4.18,93,100,9.03,RU,1706917740
429,cooma,-36.2333,149.1333,25.02,37,0,1.46,AU,1706917740
430,velyka bahachka,49.7912,33.7226,0.12,77,58,4.46,UA,1706917740
431,buulobarde,3.8538,45.5674,24.51,80,73,4.62,SO,1706917740
432,inhambane,-23.865,35.3833,24.12,84,100,2.94,MZ,1706917741
433,kapuskasing,49.4169,-82.4331,-5.95,86,75,2.57,CA,1706917741
434,tual,-5.6667,132.75,28.35,80,63,7.41,ID,1706917741
435,filey,54.21,-0.2892,12.66,86,81,3.58,GB,1706917742
436,castillos,-34.1667,-53.8333,21.17,82,9,5.1,UY,1706917742
437,baalbek,34.0058,36.2181,2.9,88,25,4.32,LB,1706917742
438,kembe,4.6228,21.8865,19.98,30,83,1.84,CF,1706917742
439,amursk,50.2261,136.8994,-25.01,96,100,4.82,RU,1706917743
440,as sulayyil,20.4607,45.5779,15.14,29,0,5.43,SA,1706917743
441,midvagur,62.0511,-7.1939,3.46,81,75,16.46,FO,1706917743
442,dehdasht,30.7949,50.5646,5.03,78,16,0.43,IR,1706917744
443,kangding,30.0513,101.9603,-1.5,67,49,1.47,CN,1706917744
444,posto fiscal rolim de moura,-13.0833,-62.2667,25.93,84,67,0.96,BR,1706917744
445,undurkhaan,47.3194,110.6556,-27.42,97,10,2.09,MN,1706917744
446,dalandzadgad,43.5708,104.425,-16.22,80,3,1.61,MN,1706917745
447,minas de marcona,-15.2119,-75.1103,19.29,78,70,4.54,PE,1706917596
448,sturgeon bay,44.8342,-87.377,-1.01,93,0,1.54,US,1706917607
449,kiffa,16.6166,-11.4045,21.93,12,4,4.84,MR,1706917745
450,itoman,26.1247,127.6694,21.43,88,20,2.06,JP,1706917746
451,coahuayana de hidalgo,18.7,-103.6583,26.94,58,1,2.64,MX,1706917608
452,urucara,-2.5364,-57.76,23.45,99,100,0.91,BR,1706917746
453,axim,4.8699,-2.2405,26.47,88,5,1.34,GH,1706917746
454,rabaul,-4.1967,152.1721,27.92,75,97,1.84,PG,1706917746
455,shakhun'ya,57.6758,46.6114,-7.47,96,96,3.48,RU,1706917747
456,shingu,33.7333,135.9833,7.18,49,4,1.3,JP,1706917747
457,walvis bay,-22.9575,14.5053,18.53,94,98,0.0,NA,1706917587
458,grand rapids,42.9634,-85.6681,2.31,82,20,3.09,US,1706917592
459,cayang,11.0667,123.9833,26.75,76,15,3.39,PH,1706917748
460,itaituba,-4.2761,-55.9836,23.12,100,100,0.94,BR,1706917748
461,lichinga,-13.3128,35.2406,19.05,94,0,4.12,MZ,1706917748
462,huntsville,34.7304,-86.5861,17.63,59,0,1.34,US,1706917748
463,howrah,22.5892,88.3103,19.0,94,0,0.0,IN,1706917749
464,puerto deseado,-47.7503,-65.8938,21.85,25,12,17.12,AR,1706917749
465,point pedro,9.8167,80.2333,26.4,75,27,5.88,LK,1706917749
466,ascension,30.2169,-90.9001,23.12,46,0,2.06,US,1706917749
467,salto,-31.3833,-57.9667,27.18,44,0,3.57,UY,1706917567
468,boa vista,2.8197,-60.6733,32.99,40,20,3.09,BR,1706917690
469,princeville,45.7668,-61.2985,0.36,97,100,3.6,CA,1706917750
470,siwa oasis,29.2041,25.5195,9.82,56,1,2.49,EG,1706917750
471,yuzhno-kurilsk,44.0306,145.8556,-8.12,64,100,11.48,RU,1706917751
472,san-pedro,4.7485,-6.6363,26.93,88,7,2.32,CI,1706917751
473,thinadhoo,0.5333,72.9333,28.91,69,96,3.53,MV,1706917751
474,altamont,42.2068,-121.7372,2.72,82,100,6.17,US,1706917751
475,mikuni,36.2171,136.1519,2.95,56,67,6.43,JP,1706917751
476,torghay,49.6339,63.4981,-1.12,97,100,8.14,KZ,1706917752
477,raja,8.4596,25.678,20.53,20,44,1.42,SS,1706917752
478,tikhvin,59.6451,33.5294,-11.52,99,36,2.14,RU,1706917752
479,farshut,26.0549,32.1633,9.11,51,0,2.37,EG,1706917752
480,val-d'or,48.1002,-77.7828,-7.95,86,40,1.54,CA,1706917753
481,mora,11.0461,14.1401,18.63,28,37,2.18,CM,1706917753
482,ampanihy,-24.7,44.75,20.54,85,72,4.17,MG,1706917753
483,the dalles,45.5946,-121.1787,12.48,78,0,2.68,US,1706917753
484,tacuarembo,-31.7333,-55.9833,23.59,49,0,2.4,UY,1706917754
485,kisvarda,48.2167,22.0833,1.72,89,95,3.3,HU,1706917754
486,taipei,25.0478,121.5319,18.64,92,75,0.89,TW,1706917552
487,nailong,11.0537,124.0385,26.72,76,17,3.13,PH,1706917754
488,enoch,37.7733,-113.0244,3.14,86,75,5.14,US,1706917754
489,sandnessjoen,66.0217,12.6316,5.29,86,100,17.43,NO,1706917755
490,taltal,-25.4,-70.4833,20.11,84,26,1.39,CL,1706917755
491,morant bay,17.8815,-76.4093,26.79,81,51,3.17,JM,1706917755
492,kourou,5.1552,-52.6478,25.03,82,96,3.12,GF,1706917755
493,selfoss,63.9331,-20.9971,-3.31,59,98,17.31,IS,1706917756
494,minas novas,-17.2186,-42.5903,21.42,85,81,1.78,BR,1706917756
495,lazaro cardenas,17.9583,-102.2,26.86,67,0,4.65,MX,1706917756
496,qaryat suluq,31.6682,20.2521,11.27,71,3,1.08,LY,1706917756
497,labrador city,52.9463,-66.9114,-23.05,67,0,1.03,CA,1706917603
498,manuguru,17.981,80.7547,22.12,79,86,0.26,IN,1706917757
499,amos,48.5669,-78.1162,-15.42,95,45,0.61,CA,1706917757
500,regina,50.4501,-104.6178,3.06,91,100,8.23,CA,1706917613
501,tralee,52.2704,-9.7026,11.45,97,100,3.86,IE,1706917757
502,guadassuar,39.1782,-0.5176,9.75,86,8,1.21,ES,1706917758
503,yigo village,13.5361,144.8886,27.62,68,20,8.23,GU,1706917758
504,rio grande,-32.035,-52.0986,24.06,76,0,7.71,BR,1706917758
505,mil'kovo,55.6078,37.7956,-2.92,89,100,5.42,RU,1706917758
506,celestun,20.8667,-90.4,22.84,74,0,5.29,MX,1706917759
507,tagiura,32.8817,13.3506,13.49,79,34,3.5,LY,1706917759
508,popondetta,-8.7537,148.2534,32.1,61,100,1.11,PG,1706917759
509,dingcheng,32.1272,115.0394,-2.22,96,100,5.31,CN,1706917759
510,saynshand,44.8824,110.1163,-27.4,99,24,1.28,MN,1706917760
511,poyang,28.9924,116.6675,4.78,92,100,4.81,CN,1706917760
512,antsiranana,-12.2787,49.2917,24.82,89,100,1.01,MG,1706917760
513,zango,13.0515,8.4877,16.9,21,18,4.57,NG,1706917760
514,danane,7.2596,-8.155,23.56,30,14,0.37,CI,1706917761
515,lompoc,34.6391,-120.4579,15.29,65,20,5.66,US,1706917761
516,malango,-2.9627,119.9001,22.9,84,86,0.48,ID,1706917761
517,katsuura,35.1333,140.3,6.64,52,92,6.02,JP,1706917761
518,umm kaddadah,13.6017,26.6876,14.01,17,17,6.83,SD,1706917762
519,maicao,11.3832,-72.2432,27.4,70,92,2.23,CO,1706917762
520,kudymkar,59.0173,54.656,-8.42,95,100,4.73,RU,1706917762
521,east aurora,42.7678,-78.6134,1.6,81,96,2.23,US,1706917762
522,papao,-17.75,-149.55,29.82,73,100,3.88,PF,1706917762
523,lan krabue,16.6,99.8489,25.2,47,0,1.44,TH,1706917763
524,akjoujt,19.6969,-14.4164,20.88,11,49,4.85,MR,1706917763
525,viedma,-40.8135,-62.9967,28.24,44,40,6.2,AR,1706917763
526,xilin hot,43.9667,116.0333,-26.21,93,10,1.96,CN,1706917588
527,kapa'a,22.0752,-159.319,25.99,61,20,11.32,US,1706917764
528,sanctuary point,-35.1114,150.629,24.99,67,98,3.58,AU,1706917764
529,piti village,13.4626,144.6933,28.49,69,40,8.23,GU,1706917764
530,volcan,8.7667,-82.6333,19.38,92,88,0.45,PA,1706917764
531,ocean city,39.2776,-74.5746,6.14,88,100,2.68,US,1706917572
532,dauphin,51.1494,-100.0502,0.08,100,100,2.57,CA,1706917728
533,rikaze,29.25,88.8833,-6.98,15,34,0.36,CN,1706917765
534,juneau,58.3019,-134.4197,-5.33,95,100,0.0,US,1706917571
535,broken hill,-31.95,141.4333,28.41,19,35,3.84,AU,1706917652
536,ust'-kulom,61.6864,53.6902,-8.82,93,100,4.86,RU,1706917766
537,qamdo,31.1667,97.2333,-11.94,58,99,2.75,CN,1706917766
538,talcahuano,-36.7167,-73.1167,20.82,73,0,8.23,CL,1706917766
539,slave lake,55.2834,-114.769,0.99,93,40,2.57,CA,1706917557
540,dobrush,52.4089,31.3237,-1.67,92,68,4.28,BY,1706917767
541,metlili chaamba,32.2667,3.6333,8.52,57,0,1.54,DZ,1706917767
542,las palmas,28.4204,-14.0131,16.44,72,0,4.12,ES,1706917767
543,ipora,-16.4419,-51.1178,20.67,93,100,2.0,BR,1706917768
544,shira,54.4911,89.9531,-13.65,94,100,1.37,RU,1706917768
545,sungjibaegam,41.2428,128.7989,-11.45,47,88,0.93,KP,1706917768
546,korla,41.7597,86.1469,-6.29,87,57,3.07,CN,1706917768
547,happy valley-goose bay,53.3168,-60.3315,-21.83,59,20,1.03,CA,1706917768
548,chibougamau,49.9168,-74.3659,-10.21,85,100,0.0,CA,1706917640
549,kuanda,56.3161,116.0806,-26.39,98,100,0.33,RU,1706917769
550,margate,51.3813,1.3862,11.73,81,86,3.58,GB,1706917769
551,hovd,48.0056,91.6419,-20.16,95,100,0.68,MN,1706917769
552,akureyri,65.6835,-18.0878,-3.04,80,100,7.72,IS,1706917770
553,lubang,13.8584,120.124,25.66,80,6,9.73,PH,1706917770
554,jiwani,25.05,61.7417,23.83,90,92,6.58,PK,1706917771
555,egilsstadir,65.2653,-14.3948,-3.05,68,0,10.29,IS,1706917771
